,登入日期,登入時間(以小時為單位),登入成功次數
7860,2021/7/22,8,26229
9347,2021/7/22,9,38149
8795,2021/7/22,10,42214
501,2021/7/22,11,40685
3941,2021/7/22,12,41214
7085,2021/7/22,13,42488
558,2021/7/22,14,38568
2949,2021/7/22,15,37516
8841,2021/7/22,16,34031
1891,2021/7/22,17,31414
5836,2021/7/22,18,28571
6783,2021/7/22,19,28531
6133,2021/7/22,20,29691
531,2021/7/22,21,29761
2262,2021/7/22,22,26774
5293,2021/7/22,23,21465
207,2021/7/23,0,15718
1563,2021/7/23,1,9782
4135,2021/7/23,2,6128
8986,2021/7/23,3,4165
4672,2021/7/23,4,3708
7117,2021/7/23,5,4472
1209,2021/7/23,6,8667
5433,2021/7/23,7,21401
8577,2021/7/23,8,32277
3504,2021/7/23,9,39519
8941,2021/7/23,10,48078
3506,2021/7/23,11,42775
7528,2021/7/23,12,42882
187,2021/7/23,13,44272
3804,2021/7/23,14,39142
5747,2021/7/23,15,37903
2386,2021/7/23,16,33455
4377,2021/7/23,17,30532
8074,2021/7/23,18,28193
1743,2021/7/23,19,27344
9111,2021/7/23,20,27045
2403,2021/7/23,21,27227
8034,2021/7/23,22,24222
91,2021/7/23,23,19730
1255,2021/7/24,0,14682
8340,2021/7/24,1,9473
6931,2021/7/24,2,6090
4855,2021/7/24,3,4043
5576,2021/7/24,4,3146
712,2021/7/24,5,3285
3270,2021/7/24,6,4737
6484,2021/7/24,7,7363
1089,2021/7/24,8,10611
3645,2021/7/24,9,15208
3258,2021/7/24,10,19059
5317,2021/7/24,11,20715
9362,2021/7/24,12,20982
3179,2021/7/24,13,21373
5961,2021/7/24,14,22146
8546,2021/7/24,15,22649
4185,2021/7/24,16,21687
8900,2021/7/24,17,20955
396,2021/7/24,18,19448
3604,2021/7/24,19,19794
2038,2021/7/24,20,21011
6385,2021/7/24,21,20919
9167,2021/7/24,22,19797
1346,2021/7/24,23,16566
4564,2021/7/25,0,13475
8697,2021/7/25,1,9328
2728,2021/7/25,2,5988
4336,2021/7/25,3,3911
7715,2021/7/25,4,2924
3891,2021/7/25,5,2699
7377,2021/7/25,6,3605
192,2021/7/25,7,5483
4317,2021/7/25,8,8595
7976,2021/7/25,9,12636
2754,2021/7/25,10,16041
8599,2021/7/25,11,18096
1723,2021/7/25,12,18701
4853,2021/7/25,13,20058
8686,2021/7/25,14,20050
1615,2021/7/25,15,20348
5697,2021/7/25,16,20953
9171,2021/7/25,17,20863
3916,2021/7/25,18,19803
5516,2021/7/25,19,20575
4515,2021/7/25,20,22036
9343,2021/7/25,21,23730
1393,2021/7/25,22,24055
7025,2021/7/25,23,20390
7994,2021/7/26,0,16048
1343,2021/7/26,1,11013
4448,2021/7/26,2,7201
7173,2021/7/26,3,4188
1760,2021/7/26,4,3127
7872,2021/7/26,5,3598
7037,2021/7/26,6,7138
2394,2021/7/26,7,15342
6575,2021/7/26,8,31838
7908,2021/7/26,9,43485
7720,2021/7/26,10,44430
1498,2021/7/26,11,44208
4476,2021/7/26,12,44857
8710,2021/7/26,13,46461
1401,2021/7/26,14,39248
5992,2021/7/26,15,37348
8873,2021/7/26,16,35355
2895,2021/7/26,17,32703
5415,2021/7/26,18,29832
8405,2021/7/26,19,29591
6639,2021/7/26,20,31433
1241,2021/7/26,21,32042
4781,2021/7/26,22,29455
8479,2021/7/26,23,23429
1049,2021/7/27,0,16379
4919,2021/7/27,1,10107
8164,2021/7/27,2,6078
497,2021/7/27,3,4019
2515,2021/7/27,4,3199
7315,2021/7/27,5,4254
2254,2021/7/27,6,8213
4365,2021/7/27,7,19938
8947,2021/7/27,8,26140
4011,2021/7/27,9,37599
335,2021/7/27,10,38712
3738,2021/7/27,11,39260
6321,2021/7/27,12,41998
389,2021/7/27,13,42727
4342,2021/7/27,14,38407
7969,2021/7/27,15,37509
1951,2021/7/27,16,30118
5006,2021/7/27,17,29234
7754,2021/7/27,18,28434
1702,2021/7/27,19,27525
238,2021/7/27,20,28272
4348,2021/7/27,21,29605
5497,2021/7/27,22,28292
499,2021/7/27,23,22350
2575,2021/7/28,0,16596
4791,2021/7/28,1,9971
8909,2021/7/28,2,6171
3492,2021/7/28,3,4019
5207,2021/7/28,4,3374
457,2021/7/28,5,4506
4594,2021/7/28,6,8264
5700,2021/7/28,7,15483
1226,2021/7/28,8,26966
3476,2021/7/28,9,42575
4245,2021/7/28,10,45126
7294,2021/7/28,11,40476
164,2021/7/28,12,41568
4607,2021/7/28,13,41943
7594,2021/7/28,14,36878
738,2021/7/28,15,46613
2478,2021/7/28,16,39127
5677,2021/7/28,17,30706
32,2021/7/28,18,27531
5234,2021/7/28,19,28329
2415,2021/7/28,20,28957
6362,2021/7/28,21,30137
713,2021/7/28,22,27653
3416,2021/7/28,23,22117
7039,2021/7/29,0,16128
9033,2021/7/29,1,9883
2924,2021/7/29,2,6103
6837,2021/7/29,3,4242
9319,2021/7/29,4,3417
3187,2021/7/29,5,4514
5381,2021/7/29,6,8388
639,2021/7/29,7,21504
2809,2021/7/29,8,29680
8321,2021/7/29,9,40017
4495,2021/7/29,10,41396
8793,2021/7/29,11,40024
2531,2021/7/29,12,40415
3550,2021/7/29,13,41653
39,2021/7/29,14,36561
3029,2021/7/29,15,35340
5896,2021/7/29,16,31788
8289,2021/7/29,17,29566
4204,2021/7/29,18,28238
5839,2021/7/29,19,27582
3932,2021/7/29,20,28868
8953,2021/7/29,21,29771
787,2021/7/29,22,27053
6742,2021/7/29,23,22142
6095,2021/7/3,0,15869
1981,2021/7/3,1,10537
3659,2021/7/3,2,6899
7248,2021/7/3,3,4544
490,2021/7/3,4,3311
5055,2021/7/3,5,3336
9097,2021/7/3,6,5197
1449,2021/7/3,7,8292
6370,2021/7/3,8,12057
6509,2021/7/3,9,16398
5937,2021/7/3,10,20183
526,2021/7/3,11,22004
5616,2021/7/3,12,22419
5627,2021/7/3,13,23540
699,2021/7/3,14,24243
5922,2021/7/3,15,23914
6701,2021/7/3,16,22591
2171,2021/7/3,17,21482
5823,2021/7/3,18,20625
7482,2021/7/3,19,20997
5374,2021/7/3,20,21838
412,2021/7/3,21,21693
2256,2021/7/3,22,20416
6933,2021/7/3,23,17804
6790,2021/7/30,0,16328
2973,2021/7/30,1,10149
4868,2021/7/30,2,6273
8727,2021/7/30,3,4292
2796,2021/7/30,4,3612
4088,2021/7/30,5,5355
8763,2021/7/30,6,10509
1157,2021/7/30,7,24605
7633,2021/7/30,8,10620
8466,2021/7/30,9,32381
7230,2021/7/30,10,53824
2067,2021/7/30,11,52621
5066,2021/7/30,12,51600
8152,2021/7/30,13,51213
2489,2021/7/30,14,44588
7113,2021/7/30,15,41626
7779,2021/7/30,16,35524
1788,2021/7/30,17,30933
5021,2021/7/30,18,27136
8236,2021/7/30,19,26766
6842,2021/7/30,20,28739
603,2021/7/30,21,29967
3531,2021/7/30,22,27096
7539,2021/7/30,23,21485
1038,2021/7/31,0,15606
4371,2021/7/31,1,10018
8077,2021/7/31,2,6460
2726,2021/7/31,3,4143
4155,2021/7/31,4,3178
9032,2021/7/31,5,3432
2503,2021/7/31,6,5425
4146,2021/7/31,7,9000
6930,2021/7/31,8,13103
2217,2021/7/31,9,17124
742,2021/7/31,10,20655
2907,2021/7/31,11,21815
5813,2021/7/31,12,21191
1664,2021/7/31,13,21474
5108,2021/7/31,14,21824
8988,2021/7/31,15,22815
1718,2021/7/31,16,22589
5172,2021/7/31,17,22311
7574,2021/7/31,18,19059
2024,2021/7/31,19,20629
357,2021/7/31,20,20036
4814,2021/7/31,21,20842
6039,2021/7/31,22,21820
1674,2021/7/31,23,19128
352,2021/7/4,0,13524
2145,2021/7/4,1,9234
5412,2021/7/4,2,6317
147,2021/7/4,3,4149
3038,2021/7/4,4,3013
7975,2021/7/4,5,2968
635,2021/7/4,6,3866
4030,2021/7/4,7,5899
7080,2021/7/4,8,8760
2199,2021/7/4,9,12977
9439,2021/7/4,10,16889
3456,2021/7/4,11,18879
7095,2021/7/4,12,19394
585,2021/7/4,13,19994
3180,2021/7/4,14,20433
6145,2021/7/4,15,20868
1199,2021/7/4,16,21246
4063,2021/7/4,17,20737
7939,2021/7/4,18,20244
1795,2021/7/4,19,21787
266,2021/7/4,20,23657
3055,2021/7/4,21,24684
5406,2021/7/4,22,23768
286,2021/7/4,23,21140
1429,2021/7/5,0,17381
5831,2021/7/5,1,12368
9170,2021/7/5,2,8478
4851,2021/7/5,3,5163
5866,2021/7/5,4,3755
31,2021/7/5,5,5257
2605,2021/7/5,6,11014
7171,2021/7/5,7,28883
1659,2021/7/5,8,38027
4602,2021/7/5,9,54855
2897,2021/7/5,10,60669
6144,2021/7/5,11,60576
9268,2021/7/5,12,63258
4136,2021/7/5,13,68503
8485,2021/7/5,14,61447
312,2021/7/5,15,60213
3526,2021/7/5,16,51033
5765,2021/7/5,17,46738
8635,2021/7/5,18,44215
4092,2021/7/5,19,44453
1336,2021/7/5,20,45247
3358,2021/7/5,21,46159
7933,2021/7/5,22,41011
2850,2021/7/5,23,32240
5940,2021/7/6,0,21660
8560,2021/7/6,1,12875
1380,2021/7/6,2,7818
5244,2021/7/6,3,5124
9142,2021/7/6,4,3867
3156,2021/7/6,5,5072
4227,2021/7/6,6,9910
9324,2021/7/6,7,22010
3947,2021/7/6,8,33765
9290,2021/7/6,9,48491
4658,2021/7/6,10,48158
9113,2021/7/6,11,46403
2674,2021/7/6,12,48491
4531,2021/7/6,13,49211
8766,2021/7/6,14,45050
2220,2021/7/6,15,48726
4722,2021/7/6,16,38935
9136,2021/7/6,17,35052
3686,2021/7/6,18,33819
8353,2021/7/6,19,34326
4202,2021/7/6,20,35990
9208,2021/7/6,21,36093
2347,2021/7/6,22,32124
5511,2021/7/6,23,26201
9184,2021/7/7,0,19910
1400,2021/7/7,1,11916
5420,2021/7/7,2,7409
8611,2021/7/7,3,4815
937,2021/7/7,4,3664
4733,2021/7/7,5,4905
9151,2021/7/7,6,9255
3134,2021/7/7,7,21160
6435,2021/7/7,8,28539
8465,2021/7/7,9,43029
8820,2021/7/7,10,44593
1814,2021/7/7,11,44120
6660,2021/7/7,12,48256
7814,2021/7/7,13,48777
1865,2021/7/7,14,44722
7538,2021/7/7,15,43344
8477,2021/7/7,16,37056
2484,2021/7/7,17,33585
7287,2021/7/7,18,31393
8789,2021/7/7,19,32640
7748,2021/7/7,20,33744
723,2021/7/7,21,34733
5706,2021/7/7,22,31097
8107,2021/7/7,23,25096
446,2021/7/8,0,18146
2970,2021/7/8,1,10915
7444,2021/7/8,2,6852
2404,2021/7/8,3,4562
4840,2021/7/8,4,3924
8661,2021/7/8,5,5424
2722,2021/7/8,6,9409
6232,2021/7/8,7,21888
6695,2021/7/8,8,29021
1777,2021/7/8,9,43072
6462,2021/7/8,10,48110
2748,2021/7/8,11,45250
6394,2021/7/8,12,46670
1408,2021/7/8,13,46977
6577,2021/7/8,14,42670
7514,2021/7/8,15,44886
1154,2021/7/8,16,36698
2882,2021/7/8,17,33301
7848,2021/7/8,18,31540
1732,2021/7/8,19,32528
9148,2021/7/8,20,34060
5109,2021/7/8,21,34514
5681,2021/7/8,22,31563
2266,2021/7/8,23,25614
1955,2021/7/9,0,18872
6603,2021/7/9,1,11389
2133,2021/7/9,2,6937
4301,2021/7/9,3,4782
7974,2021/7/9,4,4002
2163,2021/7/9,5,5909
5538,2021/7/9,6,10126
8028,2021/7/9,7,25879
1558,2021/7/9,8,31339
4577,2021/7/9,9,50145
2956,2021/7/9,10,48893
5925,2021/7/9,11,47488
8386,2021/7/9,12,51697
4736,2021/7/9,13,52945
8889,2021/7/9,14,46962
1308,2021/7/9,15,43984
5702,2021/7/9,16,38936
7851,2021/7/9,17,35835
665,2021/7/9,18,33395
5049,2021/7/9,19,32619
2467,2021/7/9,20,32260
5876,2021/7/9,21,33078
6700,2021/7/9,22,29691
3861,2021/7/9,23,24656
7145,2021/8/1,0,15726
7097,2021/8/1,1,10469
1858,2021/8/1,2,6760
4199,2021/8/1,3,4550
8177,2021/8/1,4,3244
2435,2021/8/1,5,3166
5157,2021/8/1,6,4314
232,2021/8/1,7,6657
4271,2021/8/1,8,10757
6604,2021/8/1,9,15245
4601,2021/8/1,10,19416
6670,2021/8/1,11,21679
1420,2021/8/1,12,21757
6000,2021/8/1,13,22467
8292,2021/8/1,14,22838
2548,2021/8/1,15,23269
6105,2021/8/1,16,23044
9030,2021/8/1,17,22777
2334,2021/8/1,18,20296
5647,2021/8/1,19,22639
4221,2021/8/1,20,20958
7154,2021/8/1,21,18433
726,2021/8/1,22,27022
3230,2021/8/1,23,24410
7827,2021/8/10,0,18913
2304,2021/8/10,1,11686
5170,2021/8/10,2,7275
7582,2021/8/10,3,4928
2117,2021/8/10,4,4032
5276,2021/8/10,5,5842
111,2021/8/10,6,13164
2604,2021/8/10,7,28028
3909,2021/8/10,8,34121
8196,2021/8/10,9,49271
7281,2021/8/10,10,56223
1827,2021/8/10,11,52883
4794,2021/8/10,12,55509
8476,2021/8/10,13,55814
1560,2021/8/10,14,51001
6523,2021/8/10,15,54220
7406,2021/8/10,16,42855
2285,2021/8/10,17,39822
5528,2021/8/10,18,38605
8874,2021/8/10,19,38758
6359,2021/8/10,20,40506
1205,2021/8/10,21,40052
5410,2021/8/10,22,37502
7739,2021/8/10,23,29437
858,2021/8/11,0,20428
5329,2021/8/11,1,12169
8222,2021/8/11,2,7438
1629,2021/8/11,3,4720
6778,2021/8/11,4,3770
7299,2021/8/11,5,4565
2987,2021/8/11,6,9494
5105,2021/8/11,7,22405
8587,2021/8/11,8,28969
2902,2021/8/11,9,42328
273,2021/8/11,10,43401
3530,2021/8/11,11,44815
7293,2021/8/11,12,47708
857,2021/8/11,13,46071
4161,2021/8/11,14,42034
8424,2021/8/11,15,41764
3786,2021/8/11,16,34515
3822,2021/8/11,17,32866
7889,2021/8/11,18,31534
2170,2021/8/11,19,32525
410,2021/8/11,20,34006
4786,2021/8/11,21,35314
6290,2021/8/11,22,32187
1111,2021/8/11,23,26122
3835,2021/8/12,0,18413
5957,2021/8/12,1,11166
751,2021/8/12,2,6771
2910,2021/8/12,3,4654
7845,2021/8/12,4,3803
1895,2021/8/12,5,4767
5340,2021/8/12,6,9284
8036,2021/8/12,7,22997
2961,2021/8/12,8,26911
3668,2021/8/12,9,39861
3608,2021/8/12,10,42005
6946,2021/8/12,11,41460
184,2021/8/12,12,43600
4543,2021/8/12,13,43473
4599,2021/8/12,14,40885
1322,2021/8/12,15,38687
6195,2021/8/12,16,32650
6776,2021/8/12,17,29995
1974,2021/8/12,18,28791
4667,2021/8/12,19,30018
3047,2021/8/12,20,31166
7898,2021/8/12,21,31843
409,2021/8/12,22,29724
2957,2021/8/12,23,23887
6233,2021/8/13,0,16753
687,2021/8/13,1,10225
2644,2021/8/13,2,6196
6924,2021/8/13,3,4162
8784,2021/8/13,4,3263
2331,2021/8/13,5,4590
7069,2021/8/13,6,8467
1506,2021/8/13,7,24559
5094,2021/8/13,8,33604
7073,2021/8/13,9,42755
6984,2021/8/13,10,45788
9361,2021/8/13,11,45686
3697,2021/8/13,12,45094
4014,2021/8/13,13,46083
141,2021/8/13,14,39878
2880,2021/8/13,15,38401
6149,2021/8/13,16,33082
1214,2021/8/13,17,30048
4844,2021/8/13,18,28848
7841,2021/8/13,19,28050
8352,2021/8/13,20,27361
9194,2021/8/13,21,27973
2642,2021/8/13,22,25406
6425,2021/8/13,23,21340
7420,2021/8/14,0,15243
2583,2021/8/14,1,9882
4574,2021/8/14,2,6077
9085,2021/8/14,3,4028
3959,2021/8/14,4,3050
4225,2021/8/14,5,3188
8807,2021/8/14,6,5059
2855,2021/8/14,7,8185
7857,2021/8/14,8,11561
802,2021/8/14,9,16226
7181,2021/8/14,10,19099
3463,2021/8/14,11,20563
5465,2021/8/14,12,20675
7867,2021/8/14,13,20072
2243,2021/8/14,14,20718
5965,2021/8/14,15,20940
8033,2021/8/14,16,20434
2215,2021/8/14,17,20470
4979,2021/8/14,18,19906
539,2021/8/14,19,19566
9305,2021/8/14,20,20413
1586,2021/8/14,21,20172
5995,2021/8/14,22,19313
8233,2021/8/14,23,16729
3127,2021/8/15,0,196
8649,2021/8/15,5,341
1694,2021/8/15,6,5137
7581,2021/8/15,7,7027
9013,2021/8/15,8,10460
4010,2021/8/15,9,14708
1648,2021/8/15,10,18403
5079,2021/8/15,11,20002
8363,2021/8/15,12,20230
2044,2021/8/15,13,21584
4038,2021/8/15,14,20560
8480,2021/8/15,15,20890
1787,2021/8/15,16,21375
5148,2021/8/15,17,21261
8082,2021/8/15,18,20563
2699,2021/8/15,19,21953
1724,2021/8/15,20,23911
4772,2021/8/15,21,24734
7192,2021/8/15,22,24746
907,2021/8/15,23,21214
4973,2021/8/16,0,16285
8459,2021/8/16,1,10596
1973,2021/8/16,2,7469
3568,2021/8/16,3,4151
8688,2021/8/16,4,3159
2072,2021/8/16,5,3756
4661,2021/8/16,6,7533
8916,2021/8/16,7,21321
2508,2021/8/16,8,27832
3998,2021/8/16,9,44875
3773,2021/8/16,10,46149
5550,2021/8/16,11,44991
1847,2021/8/16,12,46654
4879,2021/8/16,13,45942
6241,2021/8/16,14,41958
1529,2021/8/16,15,40123
4928,2021/8/16,16,35613
6838,2021/8/16,17,32454
1887,2021/8/16,18,30563
6295,2021/8/16,19,30788
2197,2021/8/16,20,31555
7457,2021/8/16,21,32437
1688,2021/8/16,22,30216
4376,2021/8/16,23,23396
7090,2021/8/17,0,16814
1409,2021/8/17,1,10090
3057,2021/8/17,2,6059
8245,2021/8/17,3,3806
441,2021/8/17,4,3129
3685,2021/8/17,5,4192
7274,2021/8/17,6,8577
881,2021/8/17,7,15591
3231,2021/8/17,8,24269
8447,2021/8/17,9,48937
7416,2021/8/17,10,42467
1079,2021/8/17,11,40094
3885,2021/8/17,12,42813
5429,2021/8/17,13,44059
459,2021/8/17,14,40597
2900,2021/8/17,15,38857
7602,2021/8/17,16,33959
806,2021/8/17,17,31098
4264,2021/8/17,18,29153
6504,2021/8/17,19,29479
3613,2021/8/17,20,31208
620,2021/8/17,21,31838
3752,2021/8/17,22,29211
6999,2021/8/17,23,23402
9429,2021/8/18,0,17837
2981,2021/8/18,1,10736
6092,2021/8/18,2,6377
101,2021/8/18,3,4127
3732,2021/8/18,4,3431
5461,2021/8/18,5,4668
550,2021/8/18,6,8961
2940,2021/8/18,7,22638
6991,2021/8/18,8,29686
2091,2021/8/18,9,47585
8860,2021/8/18,10,45473
2277,2021/8/18,11,41894
5718,2021/8/18,12,43329
112,2021/8/18,13,42239
3368,2021/8/18,14,40028
5963,2021/8/18,15,38721
8882,2021/8/18,16,33600
3641,2021/8/18,17,30831
7242,2021/8/18,18,29356
130,2021/8/18,19,30325
7553,2021/8/18,20,31159
1443,2021/8/18,21,31996
4819,2021/8/18,22,29565
8342,2021/8/18,23,23807
1465,2021/8/19,0,16368
5577,2021/8/19,1,9509
7927,2021/8/19,2,5940
3734,2021/8/19,3,3820
7190,2021/8/19,4,3160
8569,2021/8/19,5,4430
3215,2021/8/19,6,8441
6204,2021/8/19,7,21294
8926,2021/8/19,8,24976
2480,2021/8/19,9,38083
1977,2021/8/19,10,40765
4653,2021/8/19,11,41190
8280,2021/8/19,12,43792
2858,2021/8/19,13,44690
7358,2021/8/19,14,40893
8965,2021/8/19,15,38876
3662,2021/8/19,16,36589
7556,2021/8/19,17,32057
6693,2021/8/19,18,30857
2959,2021/8/19,19,30601
1522,2021/8/19,20,31081
3588,2021/8/19,21,32718
6919,2021/8/19,22,29718
3114,2021/8/19,23,23717
6749,2021/8/2,0,18144
1119,2021/8/2,1,11724
3092,2021/8/2,2,7686
6434,2021/8/2,3,4529
618,2021/8/2,4,3409
4728,2021/8/2,5,3732
7879,2021/8/2,6,7173
1368,2021/8/2,7,17489
6464,2021/8/2,8,31208
9438,2021/8/2,9,44205
8087,2021/8/2,10,45734
168,2021/8/2,11,44575
4334,2021/8/2,12,45795
6661,2021/8/2,13,48416
1576,2021/8/2,14,43726
2946,2021/8/2,15,46723
6613,2021/8/2,16,37038
3086,2021/8/2,17,33821
6673,2021/8/2,18,31203
9045,2021/8/2,19,31953
5569,2021/8/2,20,34184
294,2021/8/2,21,34567
3324,2021/8/2,22,31652
5187,2021/8/2,23,25849
4668,2021/8/20,0,16736
8316,2021/8/20,1,10078
2390,2021/8/20,2,6143
5125,2021/8/20,3,4190
7222,2021/8/20,4,3425
2680,2021/8/20,5,4903
5834,2021/8/20,6,9497
8579,2021/8/20,7,27432
2968,2021/8/20,8,34910
6190,2021/8/20,9,44710
3784,2021/8/20,10,43973
7568,2021/8/20,11,42333
917,2021/8/20,12,43721
6375,2021/8/20,13,43632
7566,2021/8/20,14,40323
3517,2021/8/20,15,39665
6808,2021/8/20,16,33137
8981,2021/8/20,17,30300
2815,2021/8/20,18,28813
6220,2021/8/20,19,28457
1989,2021/8/20,20,28312
7796,2021/8/20,21,28819
923,2021/8/20,22,25924
3945,2021/8/20,23,21426
7328,2021/8/21,0,15593
1006,2021/8/21,1,9811
3348,2021/8/21,2,6187
9047,2021/8/21,3,4079
2367,2021/8/21,4,3065
6482,2021/8/21,5,3238
8417,2021/8/21,6,5449
1292,2021/8/21,7,9365
5133,2021/8/21,8,12824
6911,2021/8/21,9,16849
7803,2021/8/21,10,20418
276,2021/8/21,11,21301
2986,2021/8/21,12,21394
8847,2021/8/21,13,21348
1631,2021/8/21,14,22442
3788,2021/8/21,15,22223
8532,2021/8/21,16,21557
1840,2021/8/21,17,21052
5966,2021/8/21,18,20490
9134,2021/8/21,19,20453
7992,2021/8/21,20,20867
435,2021/8/21,21,21093
2763,2021/8/21,22,19505
5363,2021/8/21,23,16594
939,2021/8/22,0,12796
2286,2021/8/22,1,8564
6063,2021/8/22,2,5613
8318,2021/8/22,3,3684
4521,2021/8/22,4,2667
7506,2021/8/22,5,2450
1194,2021/8/22,6,3756
4372,2021/8/22,7,5932
7674,2021/8/22,8,9089
1376,2021/8/22,9,13200
8120,2021/8/22,10,16855
2723,2021/8/22,11,18138
4921,2021/8/22,12,17859
296,2021/8/22,13,18268
1731,2021/8/22,14,18362
7121,2021/8/22,15,18764
1714,2021/8/22,16,19635
3677,2021/8/22,17,19569
9280,2021/8/22,18,18793
1238,2021/8/22,19,20152
9229,2021/8/22,20,22224
2198,2021/8/22,21,22883
6655,2021/8/22,22,22932
8831,2021/8/22,23,19316
2405,2021/8/23,0,14638
7052,2021/8/23,1,9962
8963,2021/8/23,2,6362
2950,2021/8/23,3,3711
5993,2021/8/23,4,2679
1022,2021/8/23,5,3344
2916,2021/8/23,6,7143
6743,2021/8/23,7,22081
2355,2021/8/23,8,27919
3547,2021/8/23,9,43592
2937,2021/8/23,10,44465
4529,2021/8/23,11,48429
8086,2021/8/23,12,56408
1739,2021/8/23,13,44793
6360,2021/8/23,14,42953
778,2021/8/23,15,41782
4192,2021/8/23,16,35497
6593,2021/8/23,17,32452
1080,2021/8/23,18,30239
3349,2021/8/23,19,31117
1526,2021/8/23,20,32188
7237,2021/8/23,21,32666
9163,2021/8/23,22,29693
3315,2021/8/23,23,23675
5692,2021/8/24,0,16626
7266,2021/8/24,1,9628
1592,2021/8/24,2,5698
3216,2021/8/24,3,3804
8851,2021/8/24,4,3265
2195,2021/8/24,5,4366
5709,2021/8/24,6,9276
505,2021/8/24,7,27647
4847,2021/8/24,8,34497
5727,2021/8/24,9,42027
5464,2021/8/24,10,42373
7789,2021/8/24,11,41277
1260,2021/8/24,12,41392
6029,2021/8/24,13,41569
7703,2021/8/24,14,38363
2438,2021/8/24,15,36520
8457,2021/8/24,16,32200
7784,2021/8/24,17,30512
5043,2021/8/24,18,29028
5820,2021/8/24,19,30013
5380,2021/8/24,20,30926
8681,2021/8/24,21,31387
2052,2021/8/24,22,28582
5451,2021/8/24,23,22857
7075,2021/8/25,0,16469
2308,2021/8/25,1,9701
5438,2021/8/25,2,5841
8879,2021/8/25,3,4087
1932,2021/8/25,4,3467
7520,2021/8/25,5,5250
7831,2021/8/25,6,10520
1758,2021/8/25,7,28873
6727,2021/8/25,8,31157
9274,2021/8/25,9,43376
7913,2021/8/25,10,45429
814,2021/8/25,11,43859
3664,2021/8/25,12,44298
8646,2021/8/25,13,44190
1546,2021/8/25,14,39987
4748,2021/8/25,15,40210
7022,2021/8/25,16,35455
2923,2021/8/25,17,32833
4926,2021/8/25,18,30803
9066,2021/8/25,19,31679
7518,2021/8/25,20,32756
1122,2021/8/25,21,33229
4718,2021/8/25,22,31000
7351,2021/8/25,23,24609
605,2021/8/26,0,16677
5137,2021/8/26,1,9817
6447,2021/8/26,2,5805
404,2021/8/26,3,3875
3914,2021/8/26,4,3290
6886,2021/8/26,5,4577
794,2021/8/26,6,9194
5323,2021/8/26,7,24476
8588,2021/8/26,8,27716
2495,2021/8/26,9,39644
15,2021/8/26,10,42499
2797,2021/8/26,11,38877
7139,2021/8/26,12,40609
667,2021/8/26,13,40515
6971,2021/8/26,14,38804
7324,2021/8/26,15,36884
1610,2021/8/26,16,32177
3524,2021/8/26,17,30494
9348,2021/8/26,18,28188
2234,2021/8/26,19,29192
354,2021/8/26,20,30432
4362,2021/8/26,21,30760
5220,2021/8/26,22,28507
548,2021/8/26,23,22187
3603,2021/8/27,0,14817
4856,2021/8/27,1,9072
9105,2021/8/27,2,5520
4727,2021/8/27,3,3557
7747,2021/8/27,4,3349
664,2021/8/27,5,3974
3303,2021/8/27,6,8034
6414,2021/8/27,7,21622
1682,2021/8/27,8,25136
7341,2021/8/27,9,36259
3481,2021/8/27,10,37674
4632,2021/8/27,11,37817
488,2021/8/27,12,38514
3670,2021/8/27,13,40056
5404,2021/8/27,14,36748
355,2021/8/27,15,40504
2375,2021/8/27,16,32675
7055,2021/8/27,17,28731
278,2021/8/27,18,26387
6059,2021/8/27,19,26970
2299,2021/8/27,20,27207
7808,2021/8/27,21,27085
216,2021/8/27,22,24487
4464,2021/8/27,23,19965
4767,2021/8/28,0,14547
7918,2021/8/28,1,9440
2078,2021/8/28,2,5936
6688,2021/8/28,3,3668
8885,2021/8/28,4,2806
3785,2021/8/28,5,3043
6012,2021/8/28,6,5292
532,2021/8/28,7,8697
2787,2021/8/28,8,12540
9068,2021/8/28,9,16627
3378,2021/8/28,10,19699
8714,2021/8/28,11,20710
1842,2021/8/28,12,20760
5703,2021/8/28,13,20835
9394,2021/8/28,14,21040
3470,2021/8/28,15,21979
7129,2021/8/28,16,21005
9420,2021/8/28,17,19957
3944,2021/8/28,18,19220
6967,2021/8/28,19,19662
3925,2021/8/28,20,20924
9406,2021/8/28,21,20740
2303,2021/8/28,22,19038
6378,2021/8/28,23,16576
7895,2021/8/29,0,12427
1602,2021/8/29,1,8427
4052,2021/8/29,2,5366
8191,2021/8/29,3,3546
2267,2021/8/29,4,2496
5888,2021/8/29,5,2506
8533,2021/8/29,6,3738
2620,2021/8/29,7,5951
8343,2021/8/29,8,9104
7912,2021/8/29,9,13059
7710,2021/8/29,10,16123
2004,2021/8/29,11,18212
5983,2021/8/29,12,18436
7962,2021/8/29,13,18727
3135,2021/8/29,14,18643
3817,2021/8/29,15,19001
7197,2021/8/29,16,19563
2436,2021/8/29,17,19669
5471,2021/8/29,18,19072
7087,2021/8/29,19,20494
5975,2021/8/29,20,21894
628,2021/8/29,21,22997
6128,2021/8/29,22,22580
7292,2021/8/29,23,19320
637,2021/8/3,0,17802
2005,2021/8/3,1,10542
7755,2021/8/3,2,6328
99,2021/8/3,3,4047
4626,2021/8/3,4,3220
6060,2021/8/3,5,4206
851,2021/8/3,6,8153
3473,2021/8/3,7,20205
8262,2021/8/3,8,28718
1919,2021/8/3,9,38519
6891,2021/8/3,10,40459
3991,2021/8/3,11,39658
5045,2021/8/3,12,41677
754,2021/8/3,13,42539
